n_col_extra,iteration,model,percision,recall
5,3,svm-poly,0.4232275754014884,0.60508
5,3,svm-rbf,0.6631889499798846,0.98908
5,3,svm-sigmoid,0.49843321582452016,0.509
5,3,svm-rbf-approx,0.5247643351908755,0.40304
5,3,LOF-minkowski,0.9928887082846548,0.78188
5,3,LOF-euclidean,0.9928887082846548,0.78188
5,3,LOF-cosine,0.9409643128321944,0.9914
5,4,svm-linear,0.48779785176344703,0.47412
5,4,svm-poly,0.453030303030303,0.69368
5,4,svm-rbf,0.6642830259691381,0.9884
5,4,svm-sigmoid,0.49990259866754977,0.51324
5,4,svm-rbf-approx,0.49885592398681405,0.51452
5,4,LOF-minkowski,0.9934234563390574,0.76132
5,4,LOF-euclidean,0.9934234563390574,0.76132
5,4,LOF-cosine,0.943934488668825,0.99132
5,5,svm-linear,0.6115363449897444,0.48896
5,5,svm-poly,0.43712454370383147,0.60832
5,5,svm-rbf,0.6642803315749811,0.98728
5,5,svm-sigmoid,0.501259345140527,0.50152
5,5,svm-rbf-approx,0.5082744317941338,0.48036
5,5,LOF-minkowski,0.9924422370978191,0.73536
5,5,LOF-euclidean,0.9924422370978191,0.73536
5,5,LOF-cosine,0.9396505886821117,0.98964
5,6,svm-linear,0.48868902355425153,0.71288
5,6,svm-poly,0.44766039556198745,0.66816
5,6,svm-rbf,0.6639417000564714,0.9876
5,6,svm-sigmoid,0.5030113414157216,0.51448
5,6,svm-rbf-approx,0.5041106347994597,0.68676
5,6,LOF-minkowski,0.9924121829565956,0.74812
5,6,LOF-euclidean,0.9924121829565956,0.74812
5,6,LOF-cosine,0.9440399496816986,0.9906
5,7,svm-linear,0.5329431510091664,0.49536
5,7,svm-poly,0.44947395432383885,0.70064
5,7,svm-rbf,0.6644235686791742,0.98736
5,7,svm-sigmoid,0.5034788108791903,0.50944
5,7,svm-rbf-approx,0.4892034375677042,0.54192
5,7,LOF-minkowski,0.9929217256522862,0.76872
5,7,LOF-euclidean,0.9929217256522862,0.76872
5,7,LOF-cosine,0.9444930901892108,0.99236
5,8,svm-linear,0.5395200286550057,0.723
5,8,svm-poly,0.42653101708844615,0.60204
5,8,svm-rbf,0.667522291272629,0.9882
5,8,svm-sigmoid,0.5000811820100666,0.4928
5,8,svm-rbf-approx,0.5044659548834697,0.48572
5,8,LOF-minkowski,0.9923675852883925,0.77492
5,8,LOF-euclidean,0.9923675852883925,0.77492
5,8,LOF-cosine,0.9428451914667072,0.99176
5,9,svm-linear,0.5658987542020961,0.45788
5,9,svm-poly,0.4497228613260824,0.68804
5,9,svm-rbf,0.667458432304038,0.98912
5,9,svm-sigmoid,0.4974248752990794,0.49064
5,9,svm-rbf-approx,0.5030064275347295,0.4852
5,9,LOF-minkowski,0.9931387554758009,0.75268
5,9,LOF-euclidean,0.9931387554758009,0.75268
5,9,LOF-cosine,0.9428810465470033,0.99176
6,0,svm-linear,0.45957875545746774,0.38316
6,0,svm-poly,0.4322560419516644,0.60668
6,0,svm-rbf,0.6622192333557498,0.98472
6,0,svm-sigmoid,0.49870140248531586,0.49924
6,0,svm-rbf-approx,0.4998791511577319,0.41364
6,0,LOF-minkowski,0.9930297663257728,0.69524
